date,year,international,total_pass,xx
2019-06-22,2019,International outbound,34491,2021-06-22
2019-06-23,2019,International outbound,34257,2021-06-23
2019-06-26,2019,International outbound,31522,2021-06-26
2019-06-27,2019,International outbound,33220,2021-06-27
2019-06-28,2019,International outbound,35271,2021-06-28
2019-06-29,2019,International outbound,36487,2021-06-29
2019-06-02,2019,International inbound,32481,2021-06-02
2019-06-03,2019,International inbound,28244,2021-06-03
2019-06-04,2019,International inbound,25159,2021-06-04
2019-06-05,2019,International inbound,24264,2021-06-05
2019-06-06,2019,International inbound,24535,2021-06-06
2019-06-07,2019,International inbound,27456,2021-06-07
2019-06-08,2019,International inbound,26978,2021-06-08
2019-06-09,2019,International inbound,31862,2021-06-09
2019-06-10,2019,International inbound,28079,2021-06-10
2019-06-11,2019,International inbound,26747,2021-06-11
2019-06-12,2019,International inbound,27047,2021-06-12
2019-06-13,2019,International inbound,27946,2021-06-13
2019-06-14,2019,International inbound,31388,2021-06-14
2019-06-16,2019,International inbound,32525,2021-06-16
2019-06-17,2019,International inbound,29622,2021-06-17
2019-06-18,2019,International inbound,28327,2021-06-18
2019-06-20,2019,International inbound,28020,2021-06-20
2019-06-21,2019,International inbound,32472,2021-06-21
2019-06-22,2019,International inbound,32240,2021-06-22
2019-06-25,2019,International inbound,31843,2021-06-25
2019-06-26,2019,International inbound,30679,2021-06-26
2019-06-27,2019,International inbound,27716,2021-06-27
2019-06-28,2019,International inbound,30490,2021-06-28
2019-06-29,2019,International inbound,30815,2021-06-29
2019-07-01,2019,International inbound,28853,2021-07-01
2019-06-15,2019,International outbound,33367,2021-06-15
2019-07-01,2019,International outbound,34589,2021-07-01
2019-09-15,2019,International inbound,35078,2021-09-15
2019-07-02,2019,National,249761,2021-07-02
2019-07-02,2019,International outbound,33950,2021-07-02
2019-07-02,2019,International inbound,28579,2021-07-02
2019-07-29,2019,International outbound,31852,2021-07-29
2019-07-19,2019,National,304231,2021-07-19
2019-07-29,2019,National,300793,2021-07-29
2019-07-30,2019,National,281343,2021-07-30
2019-07-31,2019,National,278667,2021-07-31
2019-07-03,2019,National,255265,2021-07-03
2019-07-04,2019,National,262122,2021-07-04
2019-07-05,2019,National,282489,2021-07-05
2019-07-06,2019,National,238514,2021-07-06
2019-07-08,2019,National,282287,2021-07-08
2019-07-10,2019,National,275177,2021-07-10
2019-07-11,2019,National,282437,2021-07-11
2019-07-12,2019,National,295060,2021-07-12
2019-07-13,2019,National,247855,2021-07-13
2019-07-15,2019,National,303168,2021-07-15
2019-07-16,2019,National,288890,2021-07-16
2019-07-17,2019,National,291119,2021-07-17
2019-07-18,2019,National,300641,2021-07-18
2019-07-20,2019,National,253874,2021-07-20
2019-07-22,2019,National,308890,2021-07-22
2019-07-23,2019,National,296106,2021-07-23
2019-07-24,2019,National,291326,2021-07-24
2019-07-25,2019,National,298266,2021-07-25
2019-07-26,2019,National,298929,2021-07-26
2019-07-27,2019,National,249096,2021-07-27
2019-07-09,2019,National,271744,2021-07-09
2019-07-21,2019,National,264277,2021-07-21
2019-07-28,2019,National,261541,2021-07-28
2019-07-07,2019,National,233270,2021-07-07
2019-07-14,2019,National,255019,2021-07-14
2019-08-01,2019,National,276525,2021-08-01
2019-07-06,2019,International outbound,39328,2021-07-06
2019-07-07,2019,International outbound,36164,2021-07-07
2019-07-14,2019,International outbound,37133,2021-07-14
2019-07-21,2019,International outbound,35155,2021-07-21
2019-07-28,2019,International outbound,32485,2021-07-28
2019-07-06,2019,International inbound,33266,2021-07-06
2019-07-13,2019,International inbound,33746,2021-07-13
2019-07-20,2019,International inbound,35609,2021-07-20
2019-07-27,2019,International inbound,37058,2021-07-27
2019-07-09,2019,International outbound,34407,2021-07-09
2019-07-16,2019,International outbound,33178,2021-07-16
2019-07-23,2019,International outbound,32072,2021-07-23
2019-07-30,2019,International outbound,29776,2021-07-30
2019-07-09,2019,International inbound,33515,2021-07-09
2019-07-16,2019,International inbound,31811,2021-07-16
2019-07-23,2019,International inbound,34547,2021-07-23
2019-07-30,2019,International inbound,35586,2021-07-30
2019-07-03,2019,International outbound,32840,2021-07-03
2019-07-04,2019,International outbound,33980,2021-07-04
2019-07-05,2019,International outbound,34247,2021-07-05
2019-07-08,2019,International outbound,35903,2021-07-08
2019-07-10,2019,International outbound,33598,2021-07-10
2019-07-11,2019,International outbound,33811,2021-07-11
2019-07-12,2019,International outbound,33195,2021-07-12
2019-07-13,2019,International outbound,37749,2021-07-13
2019-07-15,2019,International outbound,35455,2021-07-15
2019-07-17,2019,International outbound,32664,2021-07-17
2019-07-18,2019,International outbound,33433,2021-07-18
2019-07-19,2019,International outbound,34604,2021-07-19
2019-07-20,2019,International outbound,36594,2021-07-20
2019-07-22,2019,International outbound,34064,2021-07-22
2019-07-24,2019,International outbound,30848,2021-07-24
2019-07-25,2019,International outbound,32605,2021-07-25
2019-07-26,2019,International outbound,31455,2021-07-26
2019-07-27,2019,International outbound,34294,2021-07-27
2019-07-31,2019,International outbound,31556,2021-07-31
2019-07-08,2019,International inbound,31210,2021-07-08
2019-07-03,2019,International inbound,27932,2021-07-03
2019-07-04,2019,International inbound,28743,2021-07-04
2019-07-05,2019,International inbound,32253,2021-07-05
2019-07-10,2019,International inbound,31719,2021-07-10
2019-07-11,2019,International inbound,31138,2021-07-11
2019-07-12,2019,International inbound,34277,2021-07-12
2019-07-15,2019,International inbound,33668,2021-07-15
2019-07-17,2019,International inbound,33677,2021-07-17
2019-07-18,2019,International inbound,33409,2021-07-18
2019-07-19,2019,International inbound,35949,2021-07-19
2019-07-22,2019,International inbound,36864,2021-07-22
2019-07-24,2019,International inbound,35882,2021-07-24
2019-07-25,2019,International inbound,35130,2021-07-25
2019-07-26,2019,International inbound,36399,2021-07-26
2019-07-07,2019,International inbound,35686,2021-07-07
2019-07-14,2019,International inbound,38486,2021-07-14
2019-07-21,2019,International inbound,38576,2021-07-21
2019-07-28,2019,International inbound,40324,2021-07-28
2019-07-29,2019,International inbound,35493,2021-07-29
2019-07-31,2019,International inbound,35155,2021-07-31
2019-08-01,2019,International inbound,33691,2021-08-01
2019-08-01,2019,International outbound,33840,2021-08-01
2019-08-02,2019,International outbound,33018,2021-08-02
2019-08-02,2019,National,278706,2021-08-02
2019-08-08,2019,National,267300,2021-08-08
2019-08-14,2019,National,268688,2021-08-14
2019-08-05,2019,National,283437,2021-08-05
2019-08-06,2019,National,261540,2021-08-06
2019-08-09,2019,National,282088,2021-08-09
2019-08-12,2019,National,281435,2021-08-12
2019-08-13,2019,National,260631,2021-08-13
2019-08-15,2019,National,278880,2021-08-15
2019-08-16,2019,National,287787,2021-08-16
2019-08-19,2019,National,280348,2021-08-19
2019-08-20,2019,National,260779,2021-08-20
2019-08-21,2019,National,260772,2021-08-21
2019-08-22,2019,National,265200,2021-08-22
2019-08-23,2019,National,275494,2021-08-23
2019-08-26,2019,National,267671,2021-08-26
2019-08-27,2019,National,239026,2021-08-27
2019-08-28,2019,National,240959,2021-08-28
2019-08-29,2019,National,251096,2021-08-29
2019-08-30,2019,National,266450,2021-08-30
2019-08-07,2019,National,258155,2021-08-07
2019-08-31,2019,National,208625,2021-08-31
2019-08-20,2019,International outbound,30709,2021-08-20
2019-08-21,2019,International outbound,31268,2021-08-21
2019-08-22,2019,International outbound,31158,2021-08-22
2019-08-23,2019,International outbound,31654,2021-08-23
2019-08-24,2019,International outbound,35153,2021-08-24
2019-08-25,2019,International outbound,33549,2021-08-25
2019-08-26,2019,International outbound,32390,2021-08-26
2019-08-27,2019,International outbound,28826,2021-08-27
2019-08-28,2019,International outbound,29085,2021-08-28
2019-08-29,2019,International outbound,31131,2021-08-29
2019-08-30,2019,International outbound,31556,2021-08-30
2019-08-31,2019,International outbound,35169,2021-08-31
2019-09-01,2019,International outbound,31926,2021-09-01
2019-08-02,2019,International inbound,34407,2021-08-02
2019-08-03,2019,International inbound,34529,2021-08-03
2019-08-04,2019,International inbound,36520,2021-08-04
2019-08-05,2019,International inbound,32837,2021-08-05
2019-08-06,2019,International inbound,31700,2021-08-06
2019-08-07,2019,International inbound,32943,2021-08-07
2019-08-08,2019,International inbound,30579,2021-08-08
2019-08-09,2019,International inbound,32564,2021-08-09
2019-08-10,2019,International inbound,33573,2021-08-10
2019-08-11,2019,International inbound,35596,2021-08-11
2019-08-12,2019,International inbound,31942,2021-08-12
2019-08-13,2019,International inbound,30518,2021-08-13
2019-08-14,2019,International inbound,30006,2021-08-14
2019-08-24,2019,International inbound,29086,2021-08-24
2019-08-25,2019,International inbound,33129,2021-08-25
2019-08-26,2019,International inbound,29918,2021-08-26
2019-08-27,2019,International inbound,25999,2021-08-27
2019-08-28,2019,International inbound,26034,2021-08-28
2019-08-29,2019,International inbound,25655,2021-08-29
2019-08-30,2019,International inbound,28336,2021-08-30
2019-08-31,2019,International inbound,31170,2021-08-31
2019-08-13,2019,International outbound,30644,2021-08-13
2019-08-14,2019,International outbound,32132,2021-08-14
2019-08-15,2019,International outbound,32462,2021-08-15
2019-08-16,2019,International outbound,33388,2021-08-16
2019-08-18,2019,International outbound,34590,2021-08-18
2019-08-19,2019,International outbound,34882,2021-08-19
2019-08-09,2019,International outbound,33418,2021-08-09
2019-08-22,2019,International inbound,25610,2021-08-22
2019-08-23,2019,International inbound,27923,2021-08-23
2019-08-11,2019,International outbound,33675,2021-08-11
2019-08-12,2019,International outbound,34077,2021-08-12
2019-08-17,2019,International outbound,35155,2021-08-17
2019-08-15,2019,International inbound,29819,2021-08-15
2019-08-16,2019,International inbound,30884,2021-08-16
2019-08-17,2019,International inbound,32042,2021-08-17
2019-08-18,2019,International inbound,34865,2021-08-18
2019-08-21,2019,International inbound,26490,2021-08-21
2019-08-03,2019,International outbound,35513,2021-08-03
2019-08-04,2019,International outbound,35348,2021-08-04
2019-08-05,2019,International outbound,33609,2021-08-05
2019-08-06,2019,International outbound,30583,2021-08-06
2019-08-07,2019,International outbound,32121,2021-08-07
2019-08-08,2019,International outbound,32123,2021-08-08
2019-08-10,2019,International outbound,34362,2021-08-10
2019-08-19,2019,International inbound,29144,2021-08-19
2019-08-20,2019,International inbound,27988,2021-08-20
2019-09-01,2019,International inbound,32499,2021-09-01
2019-08-25,2019,National,231618,2021-08-25
2019-08-10,2019,National,225837,2021-08-10
2019-08-17,2019,National,225194,2021-08-17
2019-08-24,2019,National,214553,2021-08-24
2019-08-04,2019,National,245334,2021-08-04
2019-08-11,2019,National,235191,2021-08-11
2019-08-18,2019,National,245184,2021-08-18
2019-08-03,2019,National,228533,2021-08-03
2019-09-01,2019,National,227363,2021-09-01
2019-09-10,2019,National,266287,2021-09-10
2019-09-02,2019,National,261789,2021-09-02
2019-09-10,2019,International outbound,29696,2021-09-10
2019-09-02,2019,International outbound,31741,2021-09-02
2019-09-05,2019,International outbound,31936,2021-09-05
2019-09-05,2019,National,255428,2021-09-05
2019-09-03,2019,National,236725,2021-09-03
2019-09-26,2019,National,277709,2021-09-26
2019-09-28,2019,National,234626,2021-09-28
2019-10-01,2019,National,265082,2021-10-01
2019-09-07,2019,National,213214,2021-09-07
2019-09-12,2019,National,272496,2021-09-12
2019-09-14,2019,National,232311,2021-09-14
2019-09-19,2019,National,283597,2021-09-19
2019-09-21,2019,National,232849,2021-09-21
2019-09-24,2019,National,271506,2021-09-24
2019-09-04,2019,National,240852,2021-09-04
2019-09-06,2019,National,270739,2021-09-06
2019-09-11,2019,National,262702,2021-09-11
2019-09-13,2019,National,292471,2021-09-13
2019-09-18,2019,National,270896,2021-09-18
2019-09-20,2019,National,293720,2021-09-20
2019-09-25,2019,National,266673,2021-09-25
2019-09-27,2019,National,295139,2021-09-27
2019-09-23,2019,National,295123,2021-09-23
2019-09-17,2019,National,259151,2021-09-17
2019-09-15,2019,National,246625,2021-09-15
2019-09-30,2019,National,284349,2021-09-30
2019-09-22,2019,National,247256,2021-09-22
2019-09-29,2019,National,248153,2021-09-29
2019-09-09,2019,National,282178,2021-09-09
2019-09-16,2019,National,286369,2021-09-16
2019-09-29,2019,International outbound,31043,2021-09-29
2019-09-08,2019,International outbound,35307,2021-09-08
2019-09-11,2019,International outbound,29673,2021-09-11
2019-09-13,2019,International outbound,32640,2021-09-13
2019-09-15,2019,International outbound,34309,2021-09-15
2019-09-18,2019,International outbound,30861,2021-09-18
2019-09-20,2019,International outbound,31118,2021-09-20
2019-09-22,2019,International outbound,33547,2021-09-22
2019-09-23,2019,International outbound,32726,2021-09-23
2019-09-25,2019,International outbound,28361,2021-09-25
2019-09-27,2019,International outbound,28197,2021-09-27
2019-09-03,2019,International outbound,29058,2021-09-03
2019-09-06,2019,International outbound,30741,2021-09-06
2019-09-17,2019,International outbound,29332,2021-09-17
2019-09-24,2019,International outbound,28109,2021-09-24
2019-09-03,2019,International inbound,24476,2021-09-03
2019-09-06,2019,International inbound,27671,2021-09-06
2019-09-04,2019,International outbound,29943,2021-09-04
2019-09-07,2019,International outbound,34916,2021-09-07
2019-09-09,2019,International outbound,32328,2021-09-09
2019-09-12,2019,International outbound,32691,2021-09-12
2019-09-26,2019,International outbound,27974,2021-09-26
2019-09-28,2019,International outbound,32290,2021-09-28
2019-09-30,2019,International outbound,28641,2021-09-30
2019-09-02,2019,International inbound,26727,2021-09-02
2019-09-14,2019,International inbound,32759,2021-09-14
2019-09-16,2019,International inbound,31118,2021-09-16
2019-09-17,2019,International inbound,29044,2021-09-17
2019-09-18,2019,International inbound,28809,2021-09-18
2019-09-19,2019,International inbound,27154,2021-09-19
2019-09-20,2019,International inbound,28193,2021-09-20
2019-09-22,2019,International inbound,35031,2021-09-22
2019-09-23,2019,International inbound,30619,2021-09-23
2019-09-14,2019,International outbound,35540,2021-09-14
2019-09-16,2019,International outbound,32712,2021-09-16
2019-09-21,2019,International inbound,30826,2021-09-21
2019-09-05,2019,International inbound,23914,2021-09-05
2019-09-07,2019,International inbound,29315,2021-09-07
2019-09-08,2019,International inbound,33375,2021-09-08
2019-09-09,2019,International inbound,29478,2021-09-09
