date,year,international,total_pass,xx
2018-12-30,2018,National,253782,2021-12-30
2019-01-01,2019,National,233007,2021-01-01
2018-12-01,2018,International outbound,15521,2021-12-01
2018-12-02,2018,International outbound,34645,2021-12-02
2018-12-03,2018,International outbound,32848,2021-12-03
2018-12-04,2018,International outbound,27348,2021-12-04
2018-12-05,2018,International outbound,27458,2021-12-05
2018-12-06,2018,International outbound,28790,2021-12-06
2018-12-07,2018,International outbound,31453,2021-12-07
2018-12-08,2018,International outbound,35696,2021-12-08
2018-12-09,2018,International outbound,34477,2021-12-09
2018-12-10,2018,International outbound,33591,2021-12-10
2018-12-11,2018,International outbound,28977,2021-12-11
2018-12-12,2018,International outbound,32499,2021-12-12
2018-12-13,2018,International outbound,32735,2021-12-13
2018-12-14,2018,International outbound,34063,2021-12-14
2018-12-15,2018,International outbound,39559,2021-12-15
2018-12-16,2018,International outbound,37112,2021-12-16
2018-12-17,2018,International outbound,37718,2021-12-17
2018-12-18,2018,International outbound,33775,2021-12-18
2018-12-19,2018,International outbound,36971,2021-12-19
2018-12-20,2018,International outbound,36318,2021-12-20
2018-12-21,2018,International outbound,37191,2021-12-21
2018-12-22,2018,International outbound,45179,2021-12-22
2018-12-23,2018,International outbound,39670,2021-12-23
2018-12-24,2018,International outbound,35016,2021-12-24
2018-12-25,2018,International outbound,32570,2021-12-25
2018-12-26,2018,International outbound,37070,2021-12-26
2018-12-27,2018,International outbound,38243,2021-12-27
2018-12-28,2018,International outbound,38223,2021-12-28
2018-12-29,2018,International outbound,43975,2021-12-29
2018-12-30,2018,International outbound,36163,2021-12-30
2018-12-31,2018,International outbound,33785,2021-12-31
2018-12-02,2018,International inbound,33310,2021-12-02
2018-12-09,2018,International inbound,33327,2021-12-09
2018-12-16,2018,International inbound,35171,2021-12-16
2018-12-23,2018,International inbound,37264,2021-12-23
2018-12-30,2018,International inbound,33580,2021-12-30
2018-12-01,2018,International inbound,22584,2021-12-01
2018-12-05,2018,International inbound,24620,2021-12-05
2018-12-07,2018,International inbound,28675,2021-12-07
2018-12-08,2018,International inbound,30561,2021-12-08
2018-12-12,2018,International inbound,29823,2021-12-12
2018-12-14,2018,International inbound,33530,2021-12-14
2018-12-15,2018,International inbound,35767,2021-12-15
2018-12-19,2018,International inbound,32136,2021-12-19
2018-12-21,2018,International inbound,34143,2021-12-21
2018-12-22,2018,International inbound,39456,2021-12-22
2018-12-26,2018,International inbound,30670,2021-12-26
2018-12-28,2018,International inbound,34464,2021-12-28
2018-12-29,2018,International inbound,34058,2021-12-29
2018-12-04,2018,International inbound,26534,2021-12-04
2018-12-06,2018,International inbound,27065,2021-12-06
2018-12-11,2018,International inbound,28656,2021-12-11
2018-12-13,2018,International inbound,29186,2021-12-13
2018-12-18,2018,International inbound,31388,2021-12-18
2018-12-20,2018,International inbound,35476,2021-12-20
2018-12-25,2018,International inbound,26291,2021-12-25
2018-12-27,2018,International inbound,32283,2021-12-27
2019-01-01,2019,International inbound,28783,2021-01-01
2018-12-03,2018,International inbound,29725,2021-12-03
2018-12-10,2018,International inbound,30008,2021-12-10
2018-12-17,2018,International inbound,31130,2021-12-17
2018-12-24,2018,International inbound,29001,2021-12-24
2018-12-31,2018,International inbound,27489,2021-12-31
2019-01-01,2019,International outbound,31034,2021-01-01
2018-11-14,2018,International outbound,288,2021-11-14
2018-11-29,2018,International inbound,254,2021-11-29
2019-01-03,2019,International outbound,39231,2021-01-03
2019-01-03,2019,National,310292,2021-01-03
2018-11-11,2018,International inbound,29,2021-11-11
2018-11-11,2018,National,35,2021-11-11
2018-11-09,2018,International inbound,141,2021-11-09
2018-11-12,2018,International outbound,36,2021-11-12
2019-01-05,2019,National,268667,2021-01-05
2019-01-27,2019,National,271916,2021-01-27
2019-01-20,2019,National,268201,2021-01-20
2019-01-26,2019,National,255721,2021-01-26
2019-01-12,2019,National,261054,2021-01-12
2019-01-13,2019,National,269538,2021-01-13
2019-01-19,2019,National,253796,2021-01-19
2019-01-06,2019,National,276558,2021-01-06
2019-01-02,2019,National,315764,2021-01-02
2019-01-04,2019,National,299925,2021-01-04
2019-01-14,2019,National,313624,2021-01-14
2019-01-15,2019,National,302201,2021-01-15
2019-01-16,2019,National,295319,2021-01-16
2019-01-17,2019,National,297646,2021-01-17
2019-01-18,2019,National,305860,2021-01-18
2019-01-28,2019,National,306271,2021-01-28
2019-01-29,2019,National,282264,2021-01-29
2019-01-30,2019,National,284429,2021-01-30
2019-01-31,2019,National,298334,2021-01-31
2019-01-09,2019,National,298178,2021-01-09
2019-01-10,2019,National,300359,2021-01-10
2019-01-11,2019,National,303979,2021-01-11
2019-01-23,2019,National,293726,2021-01-23
2019-01-24,2019,National,295542,2021-01-24
2019-01-25,2019,National,294876,2021-01-25
2019-01-07,2019,National,316077,2021-01-07
2019-01-08,2019,National,296695,2021-01-08
2019-01-21,2019,National,311399,2021-01-21
2019-01-22,2019,National,296132,2021-01-22
2019-02-01,2019,National,300504,2021-02-01
2019-01-02,2019,International outbound,40068,2021-01-02
2019-01-04,2019,International outbound,38445,2021-01-04
2019-01-05,2019,International outbound,43270,2021-01-05
2019-01-06,2019,International outbound,41420,2021-01-06
2019-01-07,2019,International outbound,38455,2021-01-07
2019-01-08,2019,International outbound,36727,2021-01-08
2019-01-09,2019,International outbound,37796,2021-01-09
2019-01-10,2019,International outbound,35667,2021-01-10
2019-01-11,2019,International outbound,36813,2021-01-11
2019-01-12,2019,International outbound,40695,2021-01-12
2019-01-13,2019,International outbound,39659,2021-01-13
2019-01-14,2019,International outbound,38192,2021-01-14
2019-01-15,2019,International outbound,36383,2021-01-15
2019-01-16,2019,International outbound,37131,2021-01-16
2019-01-17,2019,International outbound,34682,2021-01-17
2019-01-18,2019,International outbound,38241,2021-01-18
2019-01-19,2019,International outbound,41592,2021-01-19
2019-01-20,2019,International outbound,37980,2021-01-20
2019-01-21,2019,International outbound,37274,2021-01-21
2019-01-22,2019,International outbound,34095,2021-01-22
2019-01-23,2019,International outbound,35922,2021-01-23
2019-01-24,2019,International outbound,34243,2021-01-24
2019-01-25,2019,International outbound,36388,2021-01-25
2019-01-26,2019,International outbound,38719,2021-01-26
2019-01-27,2019,International outbound,37185,2021-01-27
2019-01-28,2019,International outbound,33476,2021-01-28
2019-01-29,2019,International outbound,29839,2021-01-29
2019-01-30,2019,International outbound,32649,2021-01-30
2019-01-31,2019,International outbound,31394,2021-01-31
2019-01-06,2019,International inbound,41112,2021-01-06
2019-01-13,2019,International inbound,39952,2021-01-13
2019-01-20,2019,International inbound,38340,2021-01-20
2019-01-27,2019,International inbound,40039,2021-01-27
2019-01-02,2019,International inbound,35038,2021-01-02
2019-01-04,2019,International inbound,37513,2021-01-04
2019-01-05,2019,International inbound,40758,2021-01-05
2019-01-09,2019,International inbound,35711,2021-01-09
2019-01-11,2019,International inbound,35925,2021-01-11
2019-01-12,2019,International inbound,40170,2021-01-12
2019-01-16,2019,International inbound,34608,2021-01-16
2019-01-18,2019,International inbound,36323,2021-01-18
2019-01-19,2019,International inbound,39791,2021-01-19
2019-01-23,2019,International inbound,33211,2021-01-23
2019-01-25,2019,International inbound,35292,2021-01-25
2019-01-26,2019,International inbound,39290,2021-01-26
2019-01-30,2019,International inbound,34707,2021-01-30
2019-01-03,2019,International inbound,37184,2021-01-03
2019-01-08,2019,International inbound,35979,2021-01-08
2019-01-10,2019,International inbound,36125,2021-01-10
2019-01-15,2019,International inbound,36107,2021-01-15
2019-01-17,2019,International inbound,35206,2021-01-17
2019-01-22,2019,International inbound,33563,2021-01-22
2019-01-24,2019,International inbound,33994,2021-01-24
2019-01-29,2019,International inbound,35471,2021-01-29
2019-01-31,2019,International inbound,36232,2021-01-31
2019-02-01,2019,International inbound,38117,2021-02-01
2019-01-07,2019,International inbound,37911,2021-01-07
2019-01-14,2019,International inbound,36214,2021-01-14
2019-01-21,2019,International inbound,35530,2021-01-21
2019-01-28,2019,International inbound,36849,2021-01-28
2019-02-01,2019,International outbound,34828,2021-02-01
2019-02-02,2019,National,249848,2021-02-02
2019-02-20,2019,International outbound,32520,2021-02-20
2019-02-08,2019,National,291096,2021-02-08
2019-02-04,2019,National,293573,2021-02-04
2019-02-05,2019,National,279457,2021-02-05
2019-02-06,2019,National,266675,2021-02-06
2019-02-07,2019,National,269815,2021-02-07
2019-02-25,2019,National,273266,2021-02-25
2019-02-26,2019,National,255463,2021-02-26
2019-02-27,2019,National,261986,2021-02-27
2019-02-28,2019,National,279480,2021-02-28
2019-02-11,2019,National,291108,2021-02-11
2019-02-12,2019,National,268553,2021-02-12
2019-02-13,2019,National,265384,2021-02-13
2019-02-14,2019,National,276983,2021-02-14
2019-02-15,2019,National,288878,2021-02-15
2019-02-18,2019,National,293436,2021-02-18
2019-02-19,2019,National,265777,2021-02-19
2019-02-20,2019,National,261983,2021-02-20
2019-02-21,2019,National,269347,2021-02-21
2019-02-09,2019,National,231960,2021-02-09
2019-02-16,2019,National,231010,2021-02-16
2019-02-23,2019,National,224495,2021-02-23
2019-02-03,2019,National,262745,2021-02-03
2019-02-10,2019,National,243450,2021-02-10
2019-02-17,2019,National,239590,2021-02-17
2019-02-24,2019,National,230283,2021-02-24
2019-03-01,2019,National,310984,2021-03-01
2019-02-02,2019,International outbound,40136,2021-02-02
2019-02-03,2019,International outbound,36460,2021-02-03
2019-02-04,2019,International outbound,32068,2021-02-04
2019-02-05,2019,International outbound,30036,2021-02-05
2019-02-06,2019,International outbound,32264,2021-02-06
2019-02-07,2019,International outbound,29554,2021-02-07
2019-02-08,2019,International outbound,32967,2021-02-08
2019-02-09,2019,International outbound,38281,2021-02-09
2019-02-10,2019,International outbound,36153,2021-02-10
2019-02-11,2019,International outbound,33468,2021-02-11
2019-02-12,2019,International outbound,29362,2021-02-12
2019-02-13,2019,International outbound,30761,2021-02-13
2019-02-14,2019,International outbound,31027,2021-02-14
2019-02-15,2019,International outbound,33073,2021-02-15
2019-02-16,2019,International outbound,40406,2021-02-16
2019-02-17,2019,International outbound,35322,2021-02-17
2019-02-18,2019,International outbound,33110,2021-02-18
2019-02-19,2019,International outbound,29336,2021-02-19
2019-02-21,2019,International outbound,34250,2021-02-21
2019-02-22,2019,International outbound,36406,2021-02-22
2019-02-23,2019,International outbound,41069,2021-02-23
2019-02-24,2019,International outbound,37255,2021-02-24
2019-02-25,2019,International outbound,36982,2021-02-25
2019-02-26,2019,International outbound,34334,2021-02-26
2019-02-27,2019,International outbound,39646,2021-02-27
2019-02-28,2019,International outbound,39333,2021-02-28
2019-02-03,2019,International inbound,39294,2021-02-03
2019-02-10,2019,International inbound,37713,2021-02-10
2019-02-17,2019,International inbound,35619,2021-02-17
2019-02-24,2019,International inbound,31957,2021-02-24
2019-02-02,2019,International inbound,40849,2021-02-02
2019-02-06,2019,International inbound,33117,2021-02-06
2019-02-08,2019,International inbound,33162,2021-02-08
2019-02-09,2019,International inbound,36693,2021-02-09
2019-02-13,2019,International inbound,30079,2021-02-13
2019-02-15,2019,International inbound,33663,2021-02-15
2019-02-16,2019,International inbound,35885,2021-02-16
2019-02-20,2019,International inbound,27321,2021-02-20
2019-02-22,2019,International inbound,29373,2021-02-22
2019-02-23,2019,International inbound,31715,2021-02-23
2019-02-27,2019,International inbound,28228,2021-02-27
2019-02-05,2019,International inbound,34594,2021-02-05
2019-02-07,2019,International inbound,33009,2021-02-07
2019-02-12,2019,International inbound,31329,2021-02-12
2019-02-14,2019,International inbound,31148,2021-02-14
2019-02-19,2019,International inbound,28134,2021-02-19
2019-02-21,2019,International inbound,28094,2021-02-21
2019-02-26,2019,International inbound,27245,2021-02-26
2019-02-28,2019,International inbound,29689,2021-02-28
2019-03-01,2019,International inbound,32171,2021-03-01
2019-02-04,2019,International inbound,35692,2021-02-04
2019-02-11,2019,International inbound,33235,2021-02-11
2019-02-18,2019,International inbound,32121,2021-02-18
2019-02-25,2019,International inbound,28286,2021-02-25
2019-03-01,2019,International outbound,40136,2021-03-01
2019-03-02,2019,National,258540,2021-03-02
2019-03-24,2019,International outbound,32973,2021-03-24
2019-03-21,2019,International inbound,26876,2021-03-21
2019-03-12,2019,National,265681,2021-03-12
2019-03-08,2019,National,252322,2021-03-08
2019-03-09,2019,National,221294,2021-03-09
2019-03-13,2019,National,264998,2021-03-13
2019-03-14,2019,National,267960,2021-03-14
2019-03-15,2019,National,293877,2021-03-15
2019-03-16,2019,National,229974,2021-03-16
2019-03-19,2019,National,260674,2021-03-19
2019-03-20,2019,National,264887,2021-03-20
2019-03-21,2019,National,272487,2021-03-21
2019-03-22,2019,National,290702,2021-03-22
2019-03-26,2019,National,247966,2021-03-26
2019-03-27,2019,National,251107,2021-03-27
2019-03-29,2019,National,277753,2021-03-29
2019-03-10,2019,National,247977,2021-03-10
2019-03-28,2019,National,257602,2021-03-28
2019-03-30,2019,National,217245,2021-03-30
2019-03-07,2019,National,258076,2021-03-07
2019-03-23,2019,National,226025,2021-03-23
2019-03-02,2019,International outbound,45128,2021-03-02
2019-03-09,2019,International outbound,37001,2021-03-09
2019-03-16,2019,International outbound,37828,2021-03-16
2019-03-31,2019,International outbound,33502,2021-03-31
2019-03-03,2019,International inbound,28041,2021-03-03
2019-03-10,2019,International inbound,40043,2021-03-10
2019-03-17,2019,International inbound,35183,2021-03-17
2019-03-24,2019,International inbound,31250,2021-03-24
2019-03-31,2019,International inbound,33278,2021-03-31
2019-03-02,2019,International inbound,31852,2021-03-02
2019-03-09,2019,International inbound,38552,2021-03-09
2019-03-16,2019,International inbound,34547,2021-03-16
2019-03-06,2019,National,291329,2021-03-06
2019-03-11,2019,National,282117,2021-03-11
2019-03-18,2019,National,283750,2021-03-18
2019-03-25,2019,National,282679,2021-03-25
2019-03-03,2019,National,154914,2021-03-03
2019-03-17,2019,National,240219,2021-03-17
2019-03-24,2019,National,236662,2021-03-24
2019-03-31,2019,National,232054,2021-03-31
2019-03-04,2019,National,164777,2021-03-04
2019-03-05,2019,National,205384,2021-03-05
2019-04-01,2019,National,264656,2021-04-01
2019-03-03,2019,International outbound,38720,2021-03-03
2019-03-05,2019,International outbound,33586,2021-03-05
2019-03-06,2019,International outbound,29857,2021-03-06
2019-03-08,2019,International outbound,31124,2021-03-08
2019-03-10,2019,International outbound,34108,2021-03-10
2019-03-12,2019,International outbound,30160,2021-03-12
2019-03-13,2019,International outbound,29841,2021-03-13
2019-03-15,2019,International outbound,32510,2021-03-15
2019-03-17,2019,International outbound,32521,2021-03-17
2019-03-19,2019,International outbound,29028,2021-03-19
2019-03-26,2019,International outbound,28101,2021-03-26
2019-03-29,2019,International outbound,28782,2021-03-29
2019-03-04,2019,International inbound,25742,2021-03-04
2019-03-06,2019,International inbound,33161,2021-03-06
2019-03-07,2019,International inbound,33861,2021-03-07
2019-03-11,2019,International inbound,35882,2021-03-11
2019-03-13,2019,International inbound,30305,2021-03-13
2019-03-14,2019,International inbound,30861,2021-03-14
2019-03-18,2019,International inbound,31753,2021-03-18
2019-03-20,2019,International inbound,25701,2021-03-20
2019-03-25,2019,International inbound,27547,2021-03-25
2019-03-27,2019,International inbound,23942,2021-03-27
2019-03-30,2019,International inbound,29555,2021-03-30
2019-03-04,2019,International outbound,38041,2021-03-04
2019-03-07,2019,International outbound,30033,2021-03-07
2019-03-11,2019,International outbound,33485,2021-03-11
2019-03-14,2019,International outbound,31323,2021-03-14
2019-03-18,2019,International outbound,32555,2021-03-18
2019-03-21,2019,International outbound,30131,2021-03-21
2019-03-23,2019,International outbound,34592,2021-03-23
2019-03-28,2019,International outbound,29724,2021-03-28
2019-03-30,2019,International outbound,37088,2021-03-30
2019-03-05,2019,International inbound,29934,2021-03-05
2019-03-08,2019,International inbound,35359,2021-03-08
2019-03-12,2019,International inbound,34097,2021-03-12
2019-03-19,2019,International inbound,28819,2021-03-19
2019-03-23,2019,International inbound,30807,2021-03-23
2019-03-26,2019,International inbound,24812,2021-03-26
2019-03-28,2019,International inbound,22581,2021-03-28
2019-04-01,2019,International inbound,28949,2021-04-01
2019-03-22,2019,International outbound,30857,2021-03-22
2019-03-15,2019,International inbound,31587,2021-03-15
2019-03-20,2019,International outbound,28155,2021-03-20
2019-03-25,2019,International outbound,30569,2021-03-25
2019-03-22,2019,International inbound,28643,2021-03-22
2019-03-29,2019,International inbound,25286,2021-03-29
2019-03-27,2019,International outbound,26943,2021-03-27
2019-04-01,2019,International outbound,32029,2021-04-01
2019-04-02,2019,National,230141,2021-04-02
2019-04-29,2019,National,252751,2021-04-29
2019-04-19,2019,National,212508,2021-04-19
2019-04-23,2019,National,276239,2021-04-23
2019-04-25,2019,National,256701,2021-04-25
2019-04-26,2019,National,278565,2021-04-26
2019-04-27,2019,National,208562,2021-04-27
2019-04-30,2019,National,235901,2021-04-30
2019-04-08,2019,National,279411,2021-04-08
2019-04-09,2019,National,235130,2021-04-09
2019-04-10,2019,National,250321,2021-04-10
2019-04-11,2019,National,266128,2021-04-11
2019-04-12,2019,National,289683,2021-04-12
2019-04-13,2019,National,222773,2021-04-13
2019-04-15,2019,National,274729,2021-04-15
2019-04-16,2019,National,253816,2021-04-16
2019-04-17,2019,National,272565,2021-04-17
2019-04-18,2019,National,290988,2021-04-18
2019-04-22,2019,National,305675,2021-04-22
2019-04-05,2019,National,272348,2021-04-05
2019-04-24,2019,National,256624,2021-04-24
2019-04-03,2019,National,232879,2021-04-03
2019-04-04,2019,National,253431,2021-04-04
2019-04-06,2019,National,207183,2021-04-06
2019-04-14,2019,National,231194,2021-04-14
2019-05-01,2019,National,192222,2021-05-01
2019-04-20,2019,National,143341,2021-04-20
2019-04-21,2019,National,236660,2021-04-21
2019-04-28,2019,National,207093,2021-04-28
2019-04-07,2019,National,225387,2021-04-07
2019-04-23,2019,International outbound,31803,2021-04-23
2019-04-04,2019,International inbound,22855,2021-04-04
2019-04-02,2019,International outbound,29540,2021-04-02
2019-04-05,2019,International inbound,25361,2021-04-05
2019-04-21,2019,International outbound,34680,2021-04-21
2019-04-24,2019,International inbound,25684,2021-04-24
2019-04-22,2019,International outbound,33696,2021-04-22
2019-04-26,2019,International inbound,25481,2021-04-26
2019-04-25,2019,International inbound,26010,2021-04-25
2019-04-03,2019,International outbound,29062,2021-04-03
2019-04-04,2019,International outbound,30472,2021-04-04
2019-04-05,2019,International outbound,31993,2021-04-05
2019-04-06,2019,International outbound,34575,2021-04-06
2019-04-07,2019,International outbound,32507,2021-04-07
2019-04-08,2019,International outbound,32954,2021-04-08
2019-04-09,2019,International outbound,28312,2021-04-09
2019-04-10,2019,International outbound,28358,2021-04-10
2019-04-11,2019,International outbound,29906,2021-04-11
2019-04-12,2019,International outbound,32213,2021-04-12
2019-04-13,2019,International outbound,34653,2021-04-13
2019-04-14,2019,International outbound,31288,2021-04-14
2019-04-15,2019,International outbound,31488,2021-04-15
2019-04-16,2019,International outbound,29110,2021-04-16
2019-04-17,2019,International outbound,29595,2021-04-17
2019-04-18,2019,International outbound,31527,2021-04-18
2019-04-19,2019,International outbound,33647,2021-04-19
2019-04-20,2019,International outbound,32766,2021-04-20
2019-04-24,2019,International outbound,30035,2021-04-24
2019-04-25,2019,International outbound,29346,2021-04-25
2019-04-26,2019,International outbound,33341,2021-04-26
2019-04-27,2019,International outbound,34111,2021-04-27
2019-04-28,2019,International outbound,33563,2021-04-28
2019-04-29,2019,International outbound,32047,2021-04-29
2019-04-30,2019,International outbound,27849,2021-04-30
2019-04-02,2019,International inbound,24474,2021-04-02
2019-04-03,2019,International inbound,21983,2021-04-03
2019-04-06,2019,International inbound,28047,2021-04-06
2019-04-07,2019,International inbound,30526,2021-04-07
2019-04-08,2019,International inbound,27488,2021-04-08
2019-04-09,2019,International inbound,25107,2021-04-09
2019-04-10,2019,International inbound,23920,2021-04-10
2019-04-11,2019,International inbound,27238,2021-04-11
2019-04-12,2019,International inbound,31136,2021-04-12
2019-04-13,2019,International inbound,32398,2021-04-13
2019-04-14,2019,International inbound,35099,2021-04-14
2019-04-15,2019,International inbound,29040,2021-04-15
2019-04-16,2019,International inbound,27319,2021-04-16
2019-04-17,2019,International inbound,26502,2021-04-17
2019-04-18,2019,International inbound,29802,2021-04-18
2019-04-19,2019,International inbound,28233,2021-04-19
2019-04-20,2019,International inbound,28371,2021-04-20
2019-04-21,2019,International inbound,34157,2021-04-21
2019-04-22,2019,International inbound,32367,2021-04-22
2019-04-23,2019,International inbound,27864,2021-04-23
2019-04-27,2019,International inbound,28095,2021-04-27
2019-04-28,2019,International inbound,30890,2021-04-28
2019-04-29,2019,International inbound,27449,2021-04-29
2019-04-30,2019,International inbound,22792,2021-04-30
2019-05-01,2019,International inbound,26879,2021-05-01
2019-05-01,2019,International outbound,32649,2021-05-01
2019-05-02,2019,National,216967,2021-05-02
2019-05-03,2019,National,235281,2021-05-03
2019-05-04,2019,National,184876,2021-05-04
2019-05-07,2019,National,228929,2021-05-07
2019-05-15,2019,National,234118,2021-05-15
2019-05-18,2019,National,196444,2021-05-18
2019-05-21,2019,National,239786,2021-05-21
2019-05-23,2019,National,249345,2021-05-23
2019-05-25,2019,National,201382,2021-05-25
2019-05-28,2019,National,230753,2021-05-28
2019-05-30,2019,National,235516,2021-05-30
2019-05-11,2019,National,195135,2021-05-11
2019-05-14,2019,National,228240,2021-05-14
2019-05-08,2019,National,224429,2021-05-08
2019-05-10,2019,National,265924,2021-05-10
2019-05-17,2019,National,263906,2021-05-17
2019-05-22,2019,National,237415,2021-05-22
2019-05-24,2019,National,265142,2021-05-24
2019-05-29,2019,National,226962,2021-05-29
2019-05-31,2019,National,255537,2021-05-31
2019-05-16,2019,National,240898,2021-05-16
2019-05-09,2019,National,240442,2021-05-09
2019-06-01,2019,National,190917,2021-06-01
2019-05-20,2019,National,262097,2021-05-20
2019-05-27,2019,National,262023,2021-05-27
2019-05-13,2019,National,257097,2021-05-13
2019-05-06,2019,National,262285,2021-05-06
2019-05-05,2019,National,225440,2021-05-05
2019-05-12,2019,National,202574,2021-05-12
2019-05-19,2019,National,218418,2021-05-19
2019-05-26,2019,National,218144,2021-05-26
2019-05-05,2019,International outbound,33857,2021-05-05
2019-05-08,2019,International inbound,23457,2021-05-08
2019-05-08,2019,International outbound,28562,2021-05-08
2019-05-10,2019,International inbound,27192,2021-05-10
2019-05-28,2019,International outbound,27825,2021-05-28
2019-05-31,2019,International inbound,31713,2021-05-31
2019-05-21,2019,International outbound,29883,2021-05-21
2019-05-23,2019,International inbound,26005,2021-05-23
2019-05-03,2019,International outbound,32658,2021-05-03
2019-05-04,2019,International outbound,33519,2021-05-04
2019-05-06,2019,International outbound,32729,2021-05-06
2019-05-07,2019,International outbound,30911,2021-05-07
2019-05-09,2019,International outbound,30778,2021-05-09
2019-05-10,2019,International outbound,30590,2021-05-10
2019-05-11,2019,International outbound,33099,2021-05-11
2019-05-12,2019,International outbound,32266,2021-05-12
2019-05-13,2019,International outbound,31874,2021-05-13
2019-05-14,2019,International outbound,30421,2021-05-14
2019-05-15,2019,International outbound,28151,2021-05-15
2019-05-16,2019,International outbound,32119,2021-05-16
2019-05-17,2019,International outbound,30486,2021-05-17
2019-05-18,2019,International outbound,33444,2021-05-18
2019-05-19,2019,International outbound,31614,2021-05-19
2019-05-20,2019,International outbound,30831,2021-05-20
2019-05-22,2019,International outbound,27083,2021-05-22
2019-05-23,2019,International outbound,29823,2021-05-23
2019-05-24,2019,International outbound,30386,2021-05-24
2019-05-25,2019,International outbound,32088,2021-05-25
2019-05-26,2019,International outbound,30997,2021-05-26
2019-05-29,2019,International outbound,23140,2021-05-29
2019-05-30,2019,International outbound,30680,2021-05-30
2019-05-31,2019,International outbound,29790,2021-05-31
2019-05-02,2019,International inbound,24770,2021-05-02
2019-05-03,2019,International inbound,24948,2021-05-03
2019-05-04,2019,International inbound,28592,2021-05-04
2019-05-05,2019,International inbound,32231,2021-05-05
2019-05-06,2019,International inbound,30155,2021-05-06
2019-05-07,2019,International inbound,25494,2021-05-07
2019-05-09,2019,International inbound,23265,2021-05-09
2019-05-11,2019,International inbound,27310,2021-05-11
2019-05-12,2019,International inbound,31475,2021-05-12
2019-05-13,2019,International inbound,26606,2021-05-13
2019-05-14,2019,International inbound,25522,2021-05-14
2019-05-15,2019,International inbound,23405,2021-05-15
2019-05-16,2019,International inbound,24900,2021-05-16
2019-05-17,2019,International inbound,27704,2021-05-17
2019-05-18,2019,International inbound,28696,2021-05-18
2019-05-19,2019,International inbound,33421,2021-05-19
2019-05-20,2019,International inbound,30271,2021-05-20
2019-05-21,2019,International inbound,27635,2021-05-21
2019-05-22,2019,International inbound,26751,2021-05-22
2019-05-24,2019,International inbound,30187,2021-05-24
2019-05-25,2019,International inbound,29902,2021-05-25
2019-05-26,2019,International inbound,33464,2021-05-26
2019-05-27,2019,International inbound,28926,2021-05-27
2019-05-28,2019,International inbound,26176,2021-05-28
2019-05-29,2019,International inbound,25189,2021-05-29
2019-05-30,2019,International inbound,28110,2021-05-30
2019-05-02,2019,International outbound,30679,2021-05-02
2019-05-27,2019,International outbound,30511,2021-05-27
2019-06-01,2019,International outbound,32189,2021-06-01
2019-06-01,2019,International inbound,28343,2021-06-01
2019-06-06,2019,National,239132,2021-06-06
2019-06-04,2019,National,224181,2021-06-04
2019-06-13,2019,National,245156,2021-06-13
2019-06-15,2019,National,201843,2021-06-15
2019-06-18,2019,National,254343,2021-06-18
2019-06-22,2019,National,159750,2021-06-22
2019-06-25,2019,National,263382,2021-06-25
2019-06-27,2019,National,257019,2021-06-27
2019-06-29,2019,National,210768,2021-06-29
2019-06-08,2019,National,193885,2021-06-08
2019-06-11,2019,National,229278,2021-06-11
2019-06-20,2019,National,239493,2021-06-20
2019-06-05,2019,National,223102,2021-06-05
2019-06-07,2019,National,256485,2021-06-07
2019-06-12,2019,National,227344,2021-06-12
2019-06-14,2019,National,271109,2021-06-14
2019-06-19,2019,National,268739,2021-06-19
2019-06-26,2019,National,250998,2021-06-26
2019-06-28,2019,National,269734,2021-06-28
2019-06-17,2019,National,262318,2021-06-17
2019-06-24,2019,National,284716,2021-06-24
2019-06-09,2019,National,218039,2021-06-09
2019-06-03,2019,National,247655,2021-06-03
2019-06-10,2019,National,258705,2021-06-10
2019-06-21,2019,National,168736,2021-06-21
2019-06-02,2019,National,214765,2021-06-02
2019-06-16,2019,National,224488,2021-06-16
2019-06-23,2019,National,242916,2021-06-23
2019-06-30,2019,National,223489,2021-06-30
2019-07-01,2019,National,273800,2021-07-01
2019-06-25,2019,International outbound,34038,2021-06-25
2019-06-15,2019,International inbound,31638,2021-06-15
2019-06-20,2019,International outbound,34030,2021-06-20
2019-06-16,2019,International outbound,32907,2021-06-16
2019-06-23,2019,International inbound,38038,2021-06-23
2019-06-19,2019,International inbound,27709,2021-06-19
2019-06-24,2019,International outbound,33583,2021-06-24
2019-06-30,2019,International outbound,36852,2021-06-30
2019-06-30,2019,International inbound,32149,2021-06-30
2019-06-14,2019,International outbound,30039,2021-06-14
2019-06-24,2019,International inbound,32301,2021-06-24
2019-06-02,2019,International outbound,31427,2021-06-02
2019-06-03,2019,International outbound,29973,2021-06-03
2019-06-04,2019,International outbound,26028,2021-06-04
2019-06-05,2019,International outbound,27255,2021-06-05
2019-06-06,2019,International outbound,27159,2021-06-06
2019-06-07,2019,International outbound,28173,2021-06-07
2019-06-08,2019,International outbound,30764,2021-06-08
2019-06-09,2019,International outbound,29935,2021-06-09
2019-06-10,2019,International outbound,30069,2021-06-10
2019-06-11,2019,International outbound,26351,2021-06-11
2019-06-12,2019,International outbound,26329,2021-06-12
2019-06-13,2019,International outbound,29002,2021-06-13
2019-06-17,2019,International outbound,31554,2021-06-17
2019-06-18,2019,International outbound,30946,2021-06-18
2019-06-19,2019,International outbound,32202,2021-06-19
2019-06-21,2019,International outbound,31891,2021-06-21
